Norma,Escala Normativa,Ambito Territorial,CCAA,Provincia,Ciudad,URL,Codigo del Documento,Sostenibilidad Económica,Sostenibilidad Ambiental,Cambio Climático,Sostenibilidad Social,Gobernanza Urbana,Comentario,Etiquetador,Fecha Etiquetado,Validador,Fecha Validado,Sostenibilidad Económica.1,Sostenibilidad Ambiental.1,Cambio Climático.1,Sostenibilidad Social.1,Gobernanza Urbana.1,Norma_translated
Ordenanza para la Supresión de Barreras Arquitectónicas,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/ordenanza-para-la-supresion-de-barreras-arquitectonicas,1652,E00000000000000,A000000000000000000000000000000000000000000,C00000000000010000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020400,,GOB_010100,Ordenanza para la Supresión de Barreras Arquitectónicas
Reglamento de Aguas de Burgos para la Gestión Integral del Ciclo del Agua,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/reglamento-de-aguas-de-burgos-para-la-gestion-integral-del-ciclo-del-agua,1653,E00000000000000,A000000000000000000000000000000000010000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021202,,,GOB_010100,Reglamento de Aguas de Burgos para la Gestión Integral del Ciclo del Agua
Reglamento de Funcionamiento de los Pisos de Tránsito Municipales para Mujeres Víctimas de Violencia de Género,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/reglamento-de-funcionamiento-de-los-pisos-de-transito-municipales-para-mujeres-victimas-de-violencia,1654,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S10000000000000000000000000000001000000,G010000000000000000000,En español,,,,,,,,SOC_010000; SOC_060303,GOB_010100,Reglamento de Funcionamiento de los Pisos de Tránsito Municipales para Mujeres Víctimas de Violencia de Género
Reglamento de Participación Ciudadana,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/reglamento-de-participacion-ciudadana,1655,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000010000,En español,,,,,,,,,GOB_010100; GOB_030000,Reglamento de Participación Ciudadana
Reglamento de uso de los Huertos de Ocio,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/reglamento-de-uso-de-los-huertos-de-ocio,1656,E00000000000000,A000000000000001000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_010900,,,GOB_010100,Reglamento de uso de los Huertos de Ocio
Reglamento del Observatorio Municipal de Inmigración,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/reglamento-del-observatorio-municipal-de-inmigracion,1657,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000100000000,G010000000000000000000,En español,,,,,,,,SOC_060301,GOB_010100,Reglamento del Observatorio Municipal de Inmigración
Reglamento del Parque Municipal de Viviendas de Alquiler Social,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/reglamento-del-parque-municipal-de-viviendas-de-alquiler-social,1658,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G010000000000000000000,En español,,,,,,,,SOC_050801,GOB_010100,Reglamento del Parque Municipal de Viviendas de Alquiler Social
"Reglamento del Servicio Municipalizado de Accesibilidad, Movilidad y Transportes",OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/reglamento-del-servicio-municipalizado-de-accesibilidad-movilidad-y-transportes,1659,E00000000000000,A000000000000000000000000000000000000000000,C00000000010010000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020100; CLI_020400,,GOB_010100,"Reglamento del Servicio Municipalizado de Accesibilidad, Movilidad y Transportes"
Reglamento sobre medidas de fomento a las inversiones productivas en el término municipal de Burgos,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/reglamento-sobre-medidas-de-fomento-a-las-inversiones-productivas-en-el-termino-municipal-de-burgos,1660,E00010000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,ECO_040000,,,,GOB_010100,Reglamento sobre medidas de fomento a las inversiones productivas en el término municipal de Burgos
Ordenanza de Accesibilidad Universal del Ayuntamiento de Cáceres,OTROS,MUN,Extremadura,Cáceres,Cáceres,https://www.ayto-caceres.es/publicaciones/ordenanzas/ordenanzas-no-fiscales/ordenanza-reguladora-de-la-accesibilidad-universal-en-el-municipio-de-caceres/,1661,E00000000000000,A000000000000000000000000000000000000000000,C00000000000010000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020400,,GOB_010100,Ordenanza de Accesibilidad Universal del Ayuntamiento de Cáceres
Ordenanza Municipal reguladora de la limpieza viaria y gestión de residuos municipales ,OTROS,MUN,Extremadura,Cáceres,Cáceres,https://www.ayto-caceres.es/publicaciones/ordenanzas/ordenanzas-no-fiscales/ordenanza-municipal-de-limpieza-viaria-y-gestion-de-residuos-municipales/,1662,E00000000000000,A000000000000000000000000000000000000100000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021204,,,GOB_010100,Ordenanza Municipal reguladora de la limpieza viaria y gestión de residuos municipales 
Ordenanza Municipal reguladora de la evacuacion de humos ,OTROS,MUN,Extremadura,Cáceres,Cáceres,https://www.ayto-caceres.es/publicaciones/ordenanzas/ordenanzas-no-fiscales/ordenanza-municipal-reguladora-de-la-evacuacion-de-humos-de-actividades-recreativas-en-la-ciudad-de-caceres/,1663,E00000000000000,A000000000000000000000000000000000000000000,C00000010000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010402,,GOB_010100,Ordenanza Municipal reguladora de la evacuacion de humos 
Ordenanza Municipal sobre Protección del Medio Ambiente en Materia de Ruidos y Vibraciones,OTROS,MUN,Extremadura,Cáceres,Cáceres,https://www.ayto-caceres.es/publicaciones/ordenanzas/ordenanzas-no-fiscales/ordenanza-municipal-sobre-proteccion-del-medio-ambiente-en-materia-de-ruidos-y-vibraciones/,1664,E00000000000000,A000000000000000000000000000000000000000000,C00000100000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010401,,GOB_010100,Ordenanza Municipal sobre Protección del Medio Ambiente en Materia de Ruidos y Vibraciones
Reglamento de Saneamiento ,OTROS,MUN,Extremadura,Cáceres,Cáceres,https://www.ayto-caceres.es/publicaciones/reglamentos/reglamento-del-servicio-de-saneamiento-y-vertidos-de-aguas-residuales-y-pluviales-de-caceres/,1665,E00000000000000,A000000000000000000000000000000000000100000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021204,,,GOB_010100,Reglamento de Saneamiento 
Reglamento de los distritos y de la Participación Ciudadana ,OTROS,MUN,Extremadura,Cáceres,Cáceres,https://www.ayto-caceres.es/publicaciones/reglamentos/reglamento-de-los-distritos-y-de-la-participacion-ciudadana-del-ayuntamiento-de-caceres/,1666,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000010000,En español,,,,,,,,,GOB_010100; GOB_030000,Reglamento de los distritos y de la Participación Ciudadana 
Reglamento del servicio de abastecimiento de aguas,OTROS,MUN,Extremadura,Cáceres,Cáceres,https://www.ayto-caceres.es/publicaciones/reglamentos/reglamento-del-servicio-de-abastecimiento-de-aguas/,1667,E00000000000000,A000000000000000000000000000000000000100000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021204,,,GOB_010100,Reglamento del servicio de abastecimiento de aguas
Reglamento del Consejo Municipal para la Inclusión Social,OTROS,MUN,Andalucía,Cádiz,Cádiz,https://institucional.cadiz.es/sites/default/files/areamunicipal/documentos/Reglamento%20Inclusión%20Social.pdf,1668,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000010000000000000,G010000000000000000000,En español,,,,,,,,SOC_060100,GOB_010100,Reglamento del Consejo Municipal para la Inclusión Social
Ordenanza por la que se establecen las bases reguladoras de la Concesión de Subvenciones de Cooperación Internacional para el Desarrollo,OTROS,MUN,Andalucía,Cádiz,Cádiz,https://institucional.cadiz.es/sites/default/files/areamunicipal/documentos/Ordenanza%20Subvenciones%20Cooperación%20Internacional%20Desarrollo.pdf,1669,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000100,En español,,,,,,,,,GOB_010100; GOB_050000,Ordenanza por la que se establecen las bases reguladoras de la Concesión de Subvenciones de Cooperación Internacional para el Desarrollo
Ordenanza Municipal sobre Ruidos de Vehículos a Motor y Ciclomotores,OTROS,MUN,Andalucía,Cádiz,Cádiz,https://institucional.cadiz.es/sites/default/files/areamunicipal/documentos/Ordenanza%20Ruidos%20Vehiculos%20a%20Motor%20y%20Ciclomotores.pdf,1670,E00000000000000,A000000000000000000000000000000000000000000,C00000100000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010401,,GOB_010100,Ordenanza Municipal sobre Ruidos de Vehículos a Motor y Ciclomotores
Ordenanza Municipal para la Protección del Ambiente Acústico para la Ciudad de Cádiz,OTROS,MUN,Andalucía,Cádiz,Cádiz,https://institucional.cadiz.es/sites/default/files/areamunicipal/documentos/Ordenanza%20Protección%20Ambiente%20Acústico.pdf,1671,E00000000000000,A000000000000000000000000000000000000000000,C00000100000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010401,,GOB_010100,Ordenanza Municipal para la Protección del Ambiente Acústico para la Ciudad de Cádiz
Ordenanza Municipal de Fomento de la Igualdad Efectiva entre Mujeres y Hombres y Erradicación de la Violencia de Género en el Municipio de Cádiz,OTROS,MUN,Andalucía,Cádiz,Cádiz,https://institucional.cadiz.es/sites/default/files/areamunicipal/documentos/Ordenanza%20Igualdad.pdf,1672,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S10000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,,SOC_010000,GOB_010100,Ordenanza Municipal de Fomento de la Igualdad Efectiva entre Mujeres y Hombres y Erradicación de la Violencia de Género en el Municipio de Cádiz
Ordenanza sobre Conservación y Rehabilitación,OTROS,MUN,Andalucía,Cádiz,Cádiz,https://institucional.cadiz.es/sites/default/files/areamunicipal/documentos/Ordenanza%20Conservación%20y%20Rehabilitación.pdf,1673,E00000000000000,A000000000000000000000001000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_020600,,,GOB_010100,Ordenanza sobre Conservación y Rehabilitación
Ordenanza de alquiler de vivienda,OTROS,MUN,Andalucía,Cádiz,Cádiz,https://institucional.cadiz.es/sites/default/files/areamunicipal/documentos/Ordenanza%20Alquiler_0.pdf,1674,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000100000000000000000000,G010000000000000000000,En español,,,,,,,,SOC_050801,GOB_010100,Ordenanza de alquiler de vivienda
Ordenanza Municipal sobre Accesibilidad en la Ciudad de Cádiz,OTROS,MUN,Andalucía,Cádiz,Cádiz,https://institucional.cadiz.es/sites/default/files/areamunicipal/documentos/Ordenanza%20Accesibilidad.pdf,1675,E00000000000000,A000000000000000000000000000000000000000000,C00000000000010000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020400,,GOB_010100,Ordenanza Municipal sobre Accesibilidad en la Ciudad de Cádiz
"Ordenanza Municipal de Tarifas por Servicios de Abastecimiento, Saneamiento y Depuración de Aguas de la Ciudad de Cádiz",OTROS,MUN,Andalucía,Cádiz,Cádiz,https://institucional.cadiz.es/sites/default/files/areamunicipal/documentos/Ordenanza%20Abastecimiento%2C%20Saneamiento%20y%20Depuración%20de%20Aguas.pdf,1676,E00000000000000,A000000000000000000000000000000000000100000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021204,,,GOB_010100,"Ordenanza Municipal de Tarifas por Servicios de Abastecimiento, Saneamiento y Depuración de Aguas de la Ciudad de Cádiz"
Ordenanza Municipal de Ayudas para la Realización de Obras en Fachadas de Edificios Catalogados,OTROS,MUN,Cantabria,Cantabria,Santander,https://www.santander.es/node/23005,1677,E00000000000000,A000000000000000000000001000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_020600,,,GOB_010100,Ordenanza Municipal de Ayudas para la Realización de Obras en Fachadas de Edificios Catalogados
Ordenanza municipal sobre captación y aprovechamiento de la energía solar térmica,OTROS,MUN,Cantabria,Cantabria,Santander,https://www.santander.es/node/20855,1678,E00000000000000,A000000000000000000000000000000000000000000,C00010000000000000000000000000000010000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010300; CLI_050300,,GOB_010100,Ordenanza municipal sobre captación y aprovechamiento de la energía solar térmica
Reglamento Orgánico de Participación ciudadana de Santander,OTROS,MUN,Cantabria,Cantabria,Santander,https://www.santander.es/node/13515,1679,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000010000,En español,,,,,,,,,GOB_010100; GOB_030000,Reglamento Orgánico de Participación ciudadana de Santander
Ordenanza reguladora de los Servicios de Ayuda a Domicilio y Teleasistencia Domiciliaria,OTROS,MUN,Cantabria,Cantabria,Santander,https://www.santander.es/node/7805,1680,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000100000000000000000000000000,G010000000000000000000,En español,,,,,,,,SOC_050300,GOB_010100,Ordenanza reguladora de los Servicios de Ayuda a Domicilio y Teleasistencia Domiciliaria
Ordenanza Municipal para el control ambiental de instalaciones y actividades,OTROS,MUN,Cantabria,Cantabria,Santander,https://www.santander.es/node/20851,1681,E00000000000000,A100000000000000000000000000000000000000000,C00001000000001100000000000000010000000001000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_010000,CLI_010400; CLI_030000; CLI_040000; CLI_050000; CLI_060000,,GOB_010100,Ordenanza Municipal para el control ambiental de instalaciones y actividades
Ordenanza Municipal de Gestión de Residuos Urbanos y Limpieza Viaria.,OTROS,MUN,Cantabria,Cantabria,Santander,https://www.santander.es/node/20853,1682,E00000000000000,A000000000000000000000000000000000000100000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021204,,,GOB_010100,Ordenanza Municipal de Gestión de Residuos Urbanos y Limpieza Viaria.
